CEPI,CEPF,UF,REGIÃO,PRAZO(DIAS ÚTEIS),5,10,20,30,40,50,60,70,100,150,200,VALOR EXCEDENTE,FRETE VALOR SOBRE A NOTA(%),GRIS MÍNIMO,GRIS MÁXIMO,GRIS(%)
66000001,66999999,PA,PAC,11,"50,95","50,95","66,73","76,08","101,19","101,19","126,50","126,50","161,91","228,29","289,93","1,45","0,60%","5,18",,"0,20%"
67000001,67199999,PA,PAI,11,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
67200000,67999999,PA,PAI,11,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68000001,68128999,PA,PAF,13,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68129000,68129999,PA,PAF,14,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68130000,68137999,PA,PAF,16,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68138000,68139999,PA,PAF,18,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68140000,68142999,PA,PAF,15,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68143000,68144999,PA,PAF,17,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68145000,68147999,PA,PAI,16,"71,71","71,71","93,94",v,"142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68148000,68149999,PA,PAI,16,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68150000,68164999,PA,PAF,16,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68165000,68169999,PA,PAF,16,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68170000,68179999,PA,PAF,17,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68180001,68192999,PA,PAF,16,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68193000,68194999,PA,PAF,17,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68195000,68197999,PA,PAF,17,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68198000,68199999,PA,PAF,18,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68200000,68209999,PA,PAF,16,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68210000,68219999,PA,PAF,19,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68220000,68229999,PA,PAF,16,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68230000,68239999,PA,PAF,20,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68240000,68240000,PA,PAF,20,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68240001,68249999,PA,PAF,20,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68250000,68269999,PA,PAF,16,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68270000,68279999,PA,PAF,16,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68280000,68284999,PA,PAF,20,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68285000,68299999,PA,PAF,16,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68300000,68329999,PA,PAF,19,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68330000,68359999,PA,PAF,20,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68360000,68364999,PA,PAI,21,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68365000,68369999,PA,PAI,15,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68370000,68379199,PA,PAF,14,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68379200,68379200,PA,PAF,13,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68379201,68379970,PA,PAF,14,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68379971,68379971,PA,PAF,13,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68379972,68379999,PA,PAF,14,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68380000,68382999,PA,PAI,15,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68383000,68384999,PA,PAI,15,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68385000,68387999,PA,PAI,11,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68388000,68389999,PA,PAI,17,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68390000,68397999,PA,PAI,12,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68398000,68399999,PA,PAI,17,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68400000,68414999,PA,PAF,10,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68415000,68419999,PA,PAF,19,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68420000,68429999,PA,PAF,12,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68430000,68439999,PA,PAI,16,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68440000,68444999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68445000,68449999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68450000,68454999,PA,PAI,16,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68455000,68463999,PA,PAI,12,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68464000,68464000,PA,PAI,13,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68464001,68464999,PA,PAI,12,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68465000,68469999,PA,PAF,12,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68470000,68472999,PA,PAF,18,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68473000,68474999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68475000,68479999,PA,PAF,17,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68480000,68484999,PA,PAF,17,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68485000,68487999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68488000,68489999,PA,PAI,11,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68490000,68499999,PA,PAF,18,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68500001,68514999,PA,PAI,9,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68515000,68515999,PA,PAI,11,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68516000,68516000,PA,PAI,12,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68516001,68517999,PA,PAI,11,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68518000,68519999,PA,PAI,12,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68520000,68520999,PA,PAI,11,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68521000,68522999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68523000,68523999,PA,PAI,12,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68524000,68524999,PA,PAI,11,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68525000,68526999,PA,PAI,15,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68527000,68529999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68530000,68532999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68533000,68534999,PA,PAI,15,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68535000,68536999,PA,PAI,11,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68537000,68539999,PA,PAI,12,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68540000,68542999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68543000,68544999,PA,PAI,15,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68545000,68547999,PA,PAI,16,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68548000,68548999,PA,PAI,15,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68549000,68554999,PA,PAI,13,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68555001,68559999,PA,PAI,13,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68560000,68564999,PA,PAI,15,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68565000,68569999,PA,PAI,17,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68570000,68574999,PA,PAI,13,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68575000,68579999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68580000,68584999,PA,PAI,12,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68585000,68589999,PA,PAI,12,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68590000,68599999,PA,PAI,11,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68600000,68609999,PA,PAI,13,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68610000,68616999,PA,PAI,15,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68617000,68617999,PA,PAI,19,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68618000,68619999,PA,PAI,17,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68620000,68624999,PA,PAI,18,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68625001,68631999,PA,PAI,13,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68632000,68632999,PA,PAI,13,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68633000,68634999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68635000,68636999,PA,PAI,13,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68637000,68637999,PA,PAI,15,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68638000,68638999,PA,PAI,13,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68639000,68639999,PA,PAI,12,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68640000,68643999,PA,PAI,16,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68644000,68644999,PA,PAI,17,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68645000,68646999,PA,PAI,15,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68647000,68649999,PA,PAI,16,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68650000,68654999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68655000,68657999,PA,PAI,16,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68658000,68659999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68660000,68664999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68665000,68669999,PA,PAI,16,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68670000,68674999,PA,PAF,15,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68675000,68679999,PA,PAI,13,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68680000,68681999,PA,PAF,15,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68682000,68682000,PA,PAF,15,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68682001,68684999,PA,PAF,15,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68685000,68689999,PA,PAF,15,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68690000,68694999,PA,PAI,15,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68695000,68699999,PA,PAI,12,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68700001,68706999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68707000,68708999,PA,PAI,17,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68709000,68709999,PA,PAI,16,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68710000,68715999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68716000,68716000,PA,PAI,11,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68716001,68718999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68719000,68719999,PA,PAI,16,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68720000,68720999,PA,PAI,16,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68721000,68721999,PA,PAI,17,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68722000,68724999,PA,PAI,15,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68725000,68729999,PA,PAI,15,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68730000,68733999,PA,PAI,16,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68734000,68737999,PA,PAI,16,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68738000,68739999,PA,PAI,13,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68740001,68747999,PA,PAI,11,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68748000,68749999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68750000,68759999,PA,PAI,15,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68760000,68769999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68770000,68772999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68773000,68773999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68774000,68774999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68775000,68779999,PA,PAI,13,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68780000,68784999,PA,PAI,13,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68785000,68785999,PA,PAF,16,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68786000,68789999,PA,PAI,14,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68790000,68794999,PA,PAI,11,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68795000,68797999,PA,PAI,11,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68798000,68799999,PA,PAI,11,"71,71","71,71","93,94","107,09","142,43","142,43","178,04","178,04","227,89","321,32","408,09","2,05","0,60%","5,18",,"0,20%"
68800000,68809999,PA,PAF,18,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68810000,68814999,PA,PAF,18,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68815000,68819999,PA,PAF,18,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68820000,68824999,PA,PAF,18,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68825000,68829999,PA,PAF,16,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68830000,68839999,PA,PAF,17,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68840000,68849999,PA,PAF,17,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68850000,68859999,PA,PAF,19,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68860000,68869999,PA,PAF,18,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68870000,68879999,PA,PAF,17,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68880000,68889999,PA,PAF,25,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68890000,68899999,PA,PAF,20,"79,30","79,30","103,87","118,42","157,48","157,48","196,87","196,87","251,98","355,32","451,24","2,25","7,60%","5,18",,"0,20%"
68900001,68914999,AP,APC,19,"58,70","58,70","76,90","87,66","116,59","116,59","145,75","145,75","186,57","263,04","334,06","1,67","7,55%","5,18",,"0,20%"
68915000,68917999,AP,API,22,"84,24","84,24","110,36","125,81","167,32","167,32","209,16","209,16","267,71","377,49","479,41","2,40","7,55%","5,18",,"0,20%"
68918000,68919999,AP,API,23,"84,24","84,24","110,36","125,81","167,32","167,32","209,16","209,16","267,71","377,49","479,41","2,40","7,55%","5,18",,"0,20%"
68920000,68923999,AP,API,23,"84,24","84,24","110,36","125,81","167,32","167,32","209,16","209,16","267,71","377,49","479,41","2,40","7,55%","5,18",,"0,20%"
68924000,68924999,AP,API,24,"84,24","84,24","110,36","125,81","167,32","167,32","209,16","209,16","267,71","377,49","479,41","2,40","7,55%","5,18",,"0,20%"
68925001,68939999,AP,API,19,"84,24","84,24","110,36","125,81","167,32","167,32","209,16","209,16","267,71","377,49","479,41","2,40","7,55%","5,18",,"0,20%"
68940000,68944999,AP,API,23,"84,24","84,24","110,36","125,81","167,32","167,32","209,16","209,16","267,71","377,49","479,41","2,40","7,55%","5,18",,"0,20%"
68945000,68947999,AP,API,23,"84,24","84,24","110,36","125,81","167,32","167,32","209,16","209,16","267,71","377,49","479,41","2,40","7,55%","5,18",,"0,20%"
68948000,68949999,AP,API,23,"84,24","84,24","110,36","125,81","167,32","167,32","209,16","209,16","267,71","377,49","479,41","2,40","7,55%","5,18",,"0,20%"
